yolo_id,name,train_count,test_count,total_count
914,1016,0,1,1
916,1018,0,1,1
917,1019,0,1,1
918,1020,0,1,1
919,1021,0,1,1
920,1022,0,1,1
921,1023,0,1,1
922,1024,0,1,1
923,1025,0,1,1
924,1026,0,1,1
925,1028,0,1,1
926,1029,1,0,1
927,1030,1,0,1
928,1031,1,0,1
930,1033,1,0,1
939,1042,1,0,1
940,1043,1,0,1
942,1045,1,0,1
943,1046,1,0,1
944,1047,1,0,1
952,1056,1,0,1
954,1058,1,0,1
955,1059,1,0,1
956,1060,1,0,1
957,1061,1,0,1
958,1062,1,0,1
959,1064,1,0,1
960,1066,1,0,1
966,1072,1,0,1
967,1073,1,0,1
968,1074,1,0,1
969,1075,1,0,1
970,1076,1,0,1
971,1077,1,0,1
972,1078,1,0,1
973,1079,1,0,1
974,1080,1,0,1
976,1082,1,0,1
978,1084,1,0,1
980,1086,1,0,1
981,1087,1,0,1
982,1088,1,0,1
983,1089,1,0,1
984,1090,1,0,1
986,1092,1,0,1
987,1093,1,0,1
988,1094,1,0,1
989,1095,1,0,1
991,1097,1,0,1
992,1098,1,0,1
993,1099,1,0,1
1003,1109,1,0,1
1010,1116,1,0,1
1016,1122,1,0,1
1026,1135,1,0,1
1034,1144,1,0,1
1035,1145,1,0,1
1048,1158,1,0,1
1063,1174,1,0,1
1081,1212,1,0,1
1115,1247,1,0,1
1191,1323,1,0,1
1192,1324,1,0,1
1193,1325,1,0,1
1205,1337,1,0,1
1206,1339,1,0,1
1223,1356,1,0,1
1227,1360,0,1,1
1231,1364,1,0,1
1244,1378,0,1,1
1246,1380,0,1,1
1250,1384,0,1,1
1260,1394,1,0,1
1268,1402,1,0,1
1272,1406,1,0,1
1274,1408,1,0,1
1328,1463,1,0,1
1337,1472,1,0,1
1383,1519,1,0,1
1394,1530,1,0,1
1407,1543,1,0,1
1418,1554,1,0,1
1419,1555,1,0,1
1420,1556,1,0,1
1432,1568,1,0,1
1434,1570,1,0,1
1437,1573,1,0,1
1439,1575,1,0,1
1459,1596,1,0,1
1468,1605,1,0,1
1476,1613,1,0,1
1526,1664,1,0,1
1528,1666,0,1,1
1551,1689,1,0,1
1555,1693,1,0,1
1563,1800,1,0,1
1564,1801,1,0,1
1565,1802,1,0,1
1566,1803,1,0,1
1567,1804,1,0,1
1568,1805,1,0,1
1569,1806,1,0,1
1570,1807,1,0,1
1571,1808,1,0,1
1572,1809,1,0,1
1573,1810,1,0,1
1575,1812,1,0,1
1576,1813,1,0,1
1580,1817,1,0,1
1581,1818,1,0,1
1582,1819,1,0,1
1585,1822,1,0,1
1586,1823,1,0,1
1587,1824,1,0,1
1588,1825,1,0,1
1589,1826,1,0,1
1590,1827,1,0,1
1591,1828,1,0,1
1592,1829,1,0,1
1593,1830,1,0,1
1594,1831,1,0,1
1595,1832,1,0,1
1596,1833,1,0,1
1602,1839,1,0,1
1604,1841,1,0,1
1606,1843,1,0,1
1607,1844,1,0,1
1608,1845,1,0,1
1609,1846,1,0,1
1610,1847,1,0,1
1611,1848,1,0,1
1612,1849,1,0,1
1613,1850,1,0,1
1616,1854,1,0,1
1617,1855,1,0,1
1618,1856,1,0,1
1619,1857,1,0,1
1620,1858,1,0,1
1621,1859,1,0,1
1625,1863,1,0,1
1626,1864,1,0,1
1627,1865,1,0,1
1629,1867,1,0,1
1630,1868,1,0,1
1631,1869,1,0,1
1632,1870,1,0,1
1633,1871,1,0,1
1634,1872,1,0,1
1635,1873,1,0,1
1636,1874,1,0,1
1637,1875,1,0,1
1638,1876,1,0,1
1639,1877,1,0,1
1640,1878,1,0,1
1641,1879,1,0,1
1642,1882,1,0,1
1643,1883,1,0,1
1645,1885,1,0,1
1646,1886,1,0,1
1647,1887,1,0,1
1648,1888,1,0,1
1650,1890,1,0,1
1652,1892,1,0,1
1654,1894,1,0,1
1657,1897,1,0,1
1658,1898,1,0,1
1659,1899,1,0,1
1667,1907,1,0,1
1682,2003,1,0,1
1696,2016,1,0,1
1700,2020,1,0,1
1716,2037,1,0,1
1718,2039,1,0,1
1721,2042,1,0,1
1725,2046,1,0,1
1730,2051,1,0,1
1753,2075,1,0,1
1757,2079,0,1,1
1759,2081,1,0,1
1761,2083,1,0,1
1768,2090,1,0,1
1770,2092,0,1,1
1786,2108,1,0,1
1799,2121,1,0,1
1803,2125,1,0,1
1804,2126,1,0,1
1805,2127,1,0,1
1806,2128,1,0,1
1807,2129,1,0,1
1808,2130,1,0,1
1810,2132,1,0,1
1812,2134,1,0,1
1813,2135,1,0,1
1814,2136,1,0,1
1815,2137,1,0,1
1817,2139,1,0,1
1818,2140,1,0,1
1819,2141,1,0,1
1820,2142,1,0,1
1821,2143,1,0,1
1822,2144,1,0,1
1823,2145,1,0,1
1824,2146,1,0,1
1832,2154,1,0,1
1844,2166,1,0,1
1848,2170,1,0,1
1851,2173,1,0,1
1875,2197,1,0,1
1884,2207,1,0,1
1885,2208,1,0,1
1887,2210,1,0,1
1888,2211,1,0,1
1889,2212,0,1,1
1892,2215,0,1,1
1893,2216,0,1,1
1894,2217,0,1,1
1895,2218,0,1,1
1896,2219,0,1,1
1898,2221,0,1,1
1900,2223,0,1,1
1901,2224,0,1,1
1902,2225,0,1,1
1907,2230,0,1,1
1908,2231,0,1,1
1909,2232,0,1,1
1910,2233,0,1,1
1912,2235,1,0,1
1913,2236,1,0,1
1916,2239,1,0,1
1928,2251,1,0,1
1934,2258,1,0,1
1936,2260,1,0,1
1937,2261,1,0,1
1938,2262,1,0,1
1939,2263,1,0,1
1942,2266,1,0,1
1943,2267,1,0,1
1946,2270,1,0,1
1955,2279,1,0,1
1957,2281,1,0,1
1958,2282,1,0,1
1959,2283,1,0,1
1972,2297,1,0,1
1973,2298,1,0,1
1986,2311,0,1,1
1987,2312,0,1,1
1988,2313,0,1,1
1989,2314,0,1,1
1994,2319,1,0,1
2004,2329,1,0,1
2005,2330,1,0,1
2006,2331,1,0,1
2008,2333,1,0,1
2011,2336,1,0,1
2012,2337,1,0,1
2018,2345,1,0,1
2020,2347,1,0,1
2022,2349,1,0,1
2030,2357,1,0,1
2031,2358,1,0,1
2039,2367,1,0,1
2043,2371,1,0,1
2044,2372,1,0,1
2045,2373,1,0,1
2053,2382,1,0,1
2054,2383,1,0,1
2055,2384,1,0,1
2056,2385,1,0,1
2057,2386,1,0,1
2070,2399,1,0,1
2101,2431,1,0,1
2102,2432,1,0,1
2103,2433,1,0,1
2108,2438,0,1,1
2109,2439,0,1,1
2110,2440,0,1,1
2112,2442,0,1,1
2115,2445,0,1,1
2121,2452,1,0,1
2122,2453,1,0,1
2123,2454,1,0,1
2124,2455,1,0,1
2129,2460,1,0,1
2137,2468,1,0,1
2149,2480,1,0,1
2152,2483,1,0,1
2158,2489,1,0,1
2162,2493,1,0,1
2187,2518,1,0,1
2249,2580,1,0,1
2252,2583,1,0,1
2256,2588,1,0,1
2259,2591,1,0,1
2264,2596,1,0,1
2265,2597,1,0,1
2266,2598,1,0,1
2267,2599,1,0,1
2268,2600,1,0,1
2275,2607,1,0,1
2276,2608,1,0,1
2281,2613,1,0,1
2283,2615,1,0,1
2285,2617,1,0,1
2288,2620,1,0,1
2292,2624,1,0,1
2294,2626,1,0,1
2295,2627,1,0,1
2296,2628,1,0,1
2298,2630,1,0,1
2301,2633,1,0,1
2303,2635,1,0,1
2304,2636,1,0,1
2305,2637,1,0,1
2307,2639,1,0,1
2308,2640,1,0,1
2310,2642,1,0,1
2324,2656,1,0,1
2325,2657,1,0,1
2326,2658,1,0,1
2327,2659,1,0,1
2328,2660,1,0,1
2332,2675,1,0,1
2335,2678,1,0,1
2336,2679,1,0,1
2337,2680,1,0,1
2339,2682,1,0,1
2340,2683,1,0,1
2360,2703,1,0,1
2361,2704,1,0,1
2363,2706,1,0,1
2384,2727,1,0,1
2386,2729,1,0,1
2389,2732,1,0,1
2393,2736,1,0,1
2395,2738,1,0,1
2398,2741,1,0,1
2400,2743,1,0,1
2436,2779,1,0,1
2437,2780,1,0,1
2447,2790,1,0,1
2448,2791,1,0,1
2449,2792,1,0,1
2451,2794,1,0,1
2452,2795,1,0,1
2453,2796,1,0,1
2454,2797,1,0,1
2455,2798,1,0,1
2456,2799,1,0,1
2457,2800,1,0,1
2458,2801,1,0,1
2461,2804,1,0,1
2462,2805,1,0,1
2469,2812,1,0,1
2473,2816,1,0,1
2474,2817,1,0,1
2475,2818,1,0,1
2476,2819,1,0,1
2495,2838,1,0,1
2496,2839,1,0,1
2498,2841,1,0,1
2499,2842,1,0,1
2500,2843,1,0,1
2501,2844,1,0,1
2502,2845,1,0,1
2503,2846,1,0,1
2504,2847,1,0,1
2505,2848,1,0,1
2506,2849,1,0,1
2551,2894,1,0,1
2554,2897,1,0,1
2555,2898,1,0,1
2556,2899,1,0,1
2557,2900,1,0,1
2558,2901,1,0,1
2559,2902,1,0,1
2560,2903,1,0,1
2561,2904,1,0,1
2562,2905,1,0,1
2563,2906,1,0,1
2564,2907,1,0,1
2565,2908,1,0,1
2566,2909,1,0,1
2567,2910,1,0,1
2568,2911,1,0,1
2569,2912,1,0,1
2570,2913,1,0,1
2571,2914,1,0,1
2572,2915,1,0,1
2574,2918,1,0,1
2576,2920,1,0,1
2578,2922,1,0,1
2579,2923,1,0,1
2581,2925,1,0,1
2582,2926,1,0,1
2584,2928,1,0,1
2586,2930,1,0,1
2600,2945,1,0,1
2610,2955,1,0,1
2627,2972,1,0,1
2635,2980,1,0,1
2642,2988,1,0,1
2644,2991,1,0,1
2648,2995,1,0,1
2649,2996,1,0,1
2661,3008,1,0,1
2668,3015,1,0,1
2674,3021,1,0,1
2681,3028,1,0,1
2712,3059,1,0,1
2716,3063,1,0,1
2717,3064,1,0,1
2723,3071,1,0,1
2725,3073,1,0,1
2726,3074,1,0,1
2727,3075,1,0,1
2742,3101,1,0,1
2743,3102,1,0,1
2747,3106,1,0,1
2748,3107,1,0,1
2752,3112,1,0,1
2756,3116,1,0,1
2764,3124,1,0,1
2765,3125,1,0,1
2770,3130,1,0,1
2773,3133,1,0,1
2775,3135,1,0,1
2778,3139,1,0,1
2782,3143,1,0,1
2783,3144,1,0,1
2786,3147,1,0,1
2787,3148,1,0,1
2789,3150,1,0,1
2792,3153,1,0,1
2793,3154,1,0,1
2794,3155,1,0,1
2795,3156,1,0,1
2796,3157,1,0,1
2797,3158,1,0,1
2798,3159,1,0,1
2799,3160,1,0,1
2800,3161,1,0,1
2801,3162,1,0,1
2804,3166,1,0,1
2808,3170,1,0,1
2809,3172,1,0,1
2812,3175,1,0,1
2813,3176,1,0,1
2819,3182,1,0,1
2826,3189,1,0,1
2828,3191,1,0,1
2830,3193,1,0,1
2833,3198,1,0,1
2834,3199,1,0,1
2837,3202,1,0,1
2841,3206,1,0,1
2844,3209,1,0,1
2848,3213,1,0,1
2849,3214,1,0,1
2850,3215,1,0,1
2853,3218,1,0,1
2854,3219,1,0,1
2859,3224,1,0,1
2861,3226,1,0,1
2866,3231,1,0,1
2869,3234,1,0,1
2870,3235,1,0,1
2877,3243,1,0,1
2878,3244,1,0,1
2879,3245,1,0,1
2880,3246,1,0,1
2882,3248,1,0,1
2884,3250,1,0,1
2885,3251,1,0,1
2886,3252,1,0,1
2887,3253,1,0,1
2895,3261,1,0,1
2896,3262,1,0,1
2900,3267,1,0,1
2910,3277,1,0,1
2915,3282,1,0,1
2919,3286,1,0,1
2923,3290,1,0,1
2929,3296,1,0,1
2930,3297,1,0,1
2947,3314,1,0,1
2948,3315,1,0,1
2949,3316,1,0,1
2950,3317,1,0,1
2951,3318,1,0,1
2952,3319,1,0,1
2957,3324,1,0,1
2959,3326,1,0,1
2960,3327,1,0,1
2961,3328,1,0,1
2962,3329,1,0,1
2968,3335,1,0,1
2972,3339,1,0,1
2973,3340,1,0,1
2974,3341,1,0,1
3065,3432,1,0,1
3071,3438,1,0,1
3072,3439,1,0,1
3075,3442,1,0,1
3079,3446,1,0,1
3080,3447,1,0,1
3082,3449,1,0,1
3083,3450,1,0,1
3084,3451,1,0,1
3085,3452,1,0,1
3086,3453,1,0,1
3087,3454,1,0,1
3091,3458,1,0,1
3092,3459,1,0,1
3093,3460,1,0,1
3094,3461,1,0,1
3099,3466,1,0,1
3101,3468,1,0,1
3102,3469,1,0,1
3103,3470,1,0,1
3104,3471,1,0,1
3106,3474,1,0,1
3109,3477,1,0,1
3110,3478,1,0,1
3111,3479,1,0,1
3112,3480,1,0,1
3113,3481,1,0,1
3114,3482,1,0,1
3115,3483,1,0,1
3116,3484,1,0,1
3117,3485,1,0,1
3119,3487,1,0,1
3121,3489,1,0,1
3126,3494,1,0,1
3127,3495,1,0,1
3143,3511,1,0,1
3147,3515,1,0,1
3168,3536,1,0,1
3169,3537,1,0,1
3170,3538,1,0,1
3171,3539,1,0,1
3183,3551,1,0,1
3184,3552,1,0,1
3189,3557,1,0,1
3196,3565,1,0,1
3197,3566,1,0,1
3199,3568,1,0,1
3200,3569,1,0,1
3201,3570,1,0,1
3202,3571,1,0,1
3204,3573,1,0,1
3206,3575,1,0,1
3210,3579,1,0,1
3226,3601,1,0,1
3255,3630,1,0,1
3258,3633,1,0,1
3260,3635,1,0,1
3265,3640,1,0,1
3267,3642,1,0,1
3269,3644,1,0,1
3271,3646,1,0,1
3273,3648,1,0,1
3279,3654,1,0,1
3280,3655,1,0,1
3281,3656,1,0,1
3283,3659,1,0,1
3284,3660,1,0,1
3285,3661,1,0,1
3287,3663,1,0,1
3288,3664,1,0,1
3289,3665,1,0,1
3290,3666,1,0,1
3291,3667,1,0,1
3292,3668,1,0,1
3293,3669,1,0,1
3294,3670,1,0,1
3295,3671,1,0,1
3296,3672,1,0,1
3297,3673,1,0,1
3298,3674,1,0,1
3299,3675,1,0,1
3300,3676,1,0,1
3301,3677,1,0,1
3302,3678,1,0,1
3303,3679,1,0,1
3305,3681,1,0,1
3306,3682,1,0,1
3314,3690,1,0,1
3317,3693,1,0,1
3322,3698,1,0,1
3327,3703,1,0,1
3328,3704,1,0,1
3329,3705,1,0,1
3339,3715,1,0,1
3340,3716,1,0,1
3341,3717,1,0,1
3344,3720,1,0,1
3345,3721,1,0,1
3347,3723,1,0,1
3348,3724,1,0,1
3349,3725,1,0,1
3351,3727,1,0,1
3352,3728,1,0,1
3353,3729,1,0,1
3354,3730,1,0,1
3355,3731,1,0,1
3356,3732,1,0,1
3357,3733,1,0,1
3358,3734,1,0,1
3359,3735,1,0,1
3360,3736,1,0,1
3361,3737,1,0,1
3362,3738,1,0,1
3363,3739,1,0,1
3364,3740,1,0,1
3365,3741,1,0,1
3366,3742,1,0,1
3367,3743,1,0,1
3368,3744,1,0,1
3369,3745,1,0,1
3370,3746,1,0,1
3371,3747,1,0,1
3372,3748,1,0,1
3373,3749,1,0,1
3374,3750,1,0,1
3375,3751,1,0,1
3376,3752,1,0,1
3377,3753,1,0,1
3378,3754,1,0,1
3379,3755,1,0,1
3380,3756,1,0,1
3381,3757,1,0,1
3382,3758,1,0,1
3383,3759,1,0,1
3384,3760,1,0,1
3385,3761,1,0,1
3386,3762,1,0,1
3387,3763,1,0,1
3388,3764,1,0,1
3389,3765,1,0,1
3390,3766,1,0,1
3391,3767,1,0,1
3392,3768,1,0,1
3393,3769,1,0,1
3394,3770,1,0,1
3395,3771,1,0,1
3396,3772,1,0,1
3397,3773,1,0,1
3399,3775,1,0,1
3400,3776,1,0,1
3401,3777,1,0,1
3402,3778,1,0,1
3403,3779,1,0,1
3404,3780,1,0,1
3407,3783,1,0,1
3408,3784,1,0,1
3409,3785,1,0,1
3410,3786,1,0,1
3412,3788,1,0,1
3413,3789,1,0,1
3416,3792,1,0,1
3419,3795,1,0,1
3431,3807,1,0,1
3432,3808,1,0,1
3433,3809,1,0,1
3434,3810,1,0,1
3435,3811,1,0,1
3436,3812,1,0,1
3437,3813,1,0,1
3438,3814,1,0,1
3439,3815,1,0,1
3442,3818,1,0,1
3567,3943,1,0,1
3568,3944,1,0,1
3569,3945,1,0,1
3570,3946,1,0,1
3571,3947,1,0,1
3572,3948,1,0,1
3573,3949,1,0,1
3574,3950,1,0,1
3578,3954,1,0,1
3579,3955,1,0,1
3580,3956,1,0,1
3581,3957,1,0,1
3582,3958,1,0,1
3583,3959,1,0,1
3585,3961,1,0,1
3586,3962,1,0,1
3587,3963,1,0,1
3588,3964,1,0,1
3590,3966,1,0,1
3591,3967,1,0,1
3592,3968,1,0,1
3593,3969,1,0,1
3594,3970,1,0,1
3595,3971,1,0,1
3596,3972,1,0,1
3597,3973,1,0,1
3598,3974,1,0,1
3599,3975,1,0,1
3600,3976,1,0,1
3601,3977,1,0,1
3602,3978,1,0,1
3603,3979,1,0,1
3604,3980,1,0,1
3605,3981,1,0,1
3606,3982,1,0,1
3607,3983,1,0,1
3609,3985,1,0,1
3610,3986,1,0,1
3611,3987,1,0,1
3612,3988,1,0,1
3615,3991,1,0,1
3616,3992,1,0,1
3617,3993,1,0,1
3618,3994,1,0,1
3619,3995,1,0,1
3620,3996,1,0,1
3623,3999,1,0,1
3624,4000,1,0,1
3626,4002,1,0,1
3627,4003,1,0,1
3628,4004,1,0,1
3629,4005,1,0,1
3630,4006,1,0,1
3631,4007,1,0,1
3632,4008,1,0,1
3633,4009,1,0,1
3634,4010,1,0,1
3635,4011,1,0,1
3636,4012,1,0,1
3637,4013,1,0,1
3638,4014,1,0,1
3639,4015,1,0,1
3640,4016,1,0,1
3641,4017,1,0,1
3642,4018,1,0,1
3643,4019,1,0,1
3646,4022,1,0,1
3647,4023,1,0,1
3648,4024,1,0,1
3649,4025,1,0,1
3650,4026,1,0,1
3651,4027,1,0,1
3652,4028,1,0,1
3653,4029,1,0,1
3654,4030,1,0,1
3655,4031,1,0,1
3656,4032,1,0,1
3657,4033,1,0,1
3658,4034,1,0,1
3659,4035,1,0,1
3660,4036,1,0,1
3661,4037,1,0,1
3662,4038,1,0,1
3663,4039,1,0,1
3664,4040,1,0,1
3665,4041,1,0,1
3666,4042,1,0,1
3670,4047,1,0,1
3671,4048,1,0,1
3672,4049,1,0,1
3673,4050,1,0,1
3674,4051,1,0,1
3675,4100,1,0,1
3677,4102,1,0,1
3678,4103,1,0,1
3681,4106,1,0,1
3712,4137,1,0,1
3772,4197,1,0,1
3776,4201,1,0,1
3786,4211,1,0,1
3787,4212,1,0,1
3794,4219,1,0,1
3795,4220,1,0,1
3796,4221,1,0,1
3797,4222,1,0,1
3798,4223,1,0,1
3799,4224,1,0,1
3800,4225,1,0,1
3802,4227,1,0,1
3808,4233,1,0,1
3826,4251,1,0,1
3833,4259,1,0,1
3836,4262,1,0,1
3840,4266,1,0,1
3847,4273,0,1,1
3848,4274,0,1,1
3861,4287,1,0,1
3862,4288,1,0,1
3863,4289,1,0,1
3868,4294,1,0,1
3869,4295,1,0,1
3873,4299,1,0,1
3877,4303,1,0,1
3882,4308,1,0,1
3884,4310,1,0,1
3885,4311,1,0,1
3890,4316,1,0,1
3891,4317,1,0,1
3892,4318,0,1,1
3893,4319,0,1,1
3897,4324,1,0,1
3898,4325,1,0,1
3899,4326,1,0,1
3903,4330,1,0,1
3905,4332,1,0,1
3912,4339,1,0,1
3913,4340,1,0,1
3914,4341,1,0,1
3915,4342,1,0,1
3916,4343,1,0,1
3920,4347,1,0,1
3921,4348,1,0,1
3925,4354,1,0,1
3926,4355,1,0,1
3928,4357,1,0,1
3931,4361,1,0,1
3932,4362,1,0,1
3933,4363,1,0,1
3934,4364,1,0,1
3937,4367,1,0,1
3938,4369,1,0,1
3940,4371,1,0,1
3941,4372,1,0,1
3943,4374,1,0,1
3944,4375,1,0,1
3945,4376,1,0,1
3946,4400,1,0,1
3948,4402,1,0,1
3950,4404,1,0,1
3952,4406,1,0,1
3953,4407,1,0,1
3968,4422,1,0,1
3970,4424,1,0,1
3971,4425,1,0,1
3972,4426,1,0,1
3975,4429,1,0,1
3978,4432,1,0,1
3981,4435,1,0,1
3983,4437,1,0,1
3985,4439,1,0,1
3987,4441,1,0,1
3999,4453,1,0,1
4001,4455,1,0,1
4006,4460,0,1,1
4007,4461,0,1,1
4008,4462,0,1,1
4009,4464,1,0,1
4011,4466,1,0,1
4013,4468,1,0,1
4016,4471,1,0,1
4017,4472,1,0,1
4023,4478,1,0,1
4030,4485,1,0,1
4031,4486,1,0,1
4034,4489,1,0,1
4035,4490,1,0,1
4040,4496,1,0,1
4051,4507,1,0,1
4054,4510,1,0,1
4055,4511,1,0,1
4056,4512,1,0,1
4057,4513,1,0,1
4060,4516,1,0,1
4063,4519,1,0,1
4065,4521,1,0,1
4066,4522,1,0,1
4067,4523,1,0,1
4074,4530,1,0,1
4075,4531,1,0,1
4080,4536,1,0,1
4111,45666,1,0,1
4114,4569,1,0,1
4115,4570,1,0,1
4142,4597,1,0,1
4144,4599,1,0,1
4146,4601,1,0,1
4147,4602,1,0,1
4148,4603,1,0,1
4153,4608,1,0,1
4177,4632,1,0,1
4179,4634,1,0,1
4184,4639,1,0,1
4188,4643,1,0,1
4195,4650,1,0,1
4198,4653,1,0,1
4199,4654,1,0,1
4202,4657,1,0,1
4204,4659,1,0,1
4210,4665,1,0,1
4212,4667,1,0,1
4216,4671,1,0,1
4217,4672,1,0,1
4218,4673,1,0,1
4224,4679,1,0,1
4229,4684,1,0,1
4230,4685,1,0,1
4246,4701,1,0,1
4247,4702,1,0,1
4251,4706,1,0,1
4262,4717,1,0,1
4265,4720,0,1,1
4266,4721,0,1,1
4267,4722,0,1,1
4270,4725,1,0,1
4271,4726,1,0,1
4273,4728,1,0,1
4274,4729,1,0,1
4286,4741,1,0,1
4287,4742,1,0,1
4291,4746,1,0,1
4293,4748,1,0,1
4294,4749,1,0,1
4295,4750,1,0,1
4299,4754,1,0,1
4306,4761,1,0,1
4311,4766,1,0,1
4312,4767,1,0,1
4313,4768,1,0,1
4317,4772,1,0,1
4318,4773,1,0,1
4321,4776,1,0,1
4326,4781,1,0,1
4327,4782,1,0,1
4328,4783,1,0,1
4329,4784,1,0,1
4331,4786,1,0,1
4335,4791,1,0,1
4340,4796,1,0,1
4341,4797,1,0,1
4342,4798,1,0,1
4343,4799,1,0,1
4344,4800,1,0,1
4345,4801,1,0,1
4346,4802,1,0,1
4347,4803,1,0,1
4348,4804,1,0,1
4349,4805,1,0,1
4350,4806,1,0,1
4351,4807,1,0,1
4352,4808,1,0,1
4353,4809,1,0,1
4359,4815,0,1,1
4361,4817,1,0,1
4364,4820,1,0,1
4365,4821,1,0,1
4371,4827,1,0,1
4373,4829,1,0,1
4374,4830,1,0,1
4375,4831,1,0,1
4376,4832,1,0,1
4377,4833,1,0,1
4378,4834,1,0,1
4381,4844,1,0,1
4382,4845,1,0,1
4383,4846,1,0,1
4384,4847,1,0,1
4385,4848,1,0,1
4387,5001,1,0,1
4389,5003,1,0,1
4391,5300,1,0,1
4409,5318,1,0,1
4410,5319,1,0,1
4411,5320,1,0,1
4414,5323,1,0,1
4419,5328,0,1,1
4423,5332,1,0,1
4425,5334,1,0,1
4429,5338,1,0,1
4430,5339,1,0,1
4432,5341,1,0,1
4451,CB,1,0,1
4454,CM,1,0,1
4457,D,1,0,1
4471,G8,1,0,1
